,song_name,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_sales
2124,A Hard Rain's A-Gonna Fall,412200,0.919,0.5670000000000001,0.198,0.000871,4,0.135,-18.681,1,0.0327,92.467,4,0.321,28369.54
2125,Didn't I (Blow Your Mind This Time),201066,0.795,0.484,0.59,0.00306,9,0.155,-6.662999999999999,1,0.0283,140.588,4,0.324,29836.93
2126,Space Oddity - 2015 Remastered Version,318813,0.0748,0.299,0.4429999999999999,0.000138,0,0.177,-12.621,1,0.0346,139.539,4,0.434,35217.36
2127,The Weight - Remastered,278626,0.225,0.63,0.519,4.3e-06,9,0.0974,-10.997,1,0.0528,143.942,4,0.502,26902.15
2128,Suite: Judy Blue Eyes - Remastered,444053,0.469,0.451,0.364,0.0,9,0.1969999999999999,-13.126,1,0.0436,154.20600000000002,4,0.298,31304.32
2129,Sunshine Of Your Love,250000,0.475,0.684,0.481,6.57e-05,2,0.118,-12.59,1,0.0384,115.078,4,0.784,35217.36
2130,House Of The Rising Sun,271280,0.000385,0.295,0.584,0.218,9,0.0996,-6.696000000000001,0,0.0345,117.2,3,0.228,34239.1
2131,Respect,147600,0.1639999999999999,0.805,0.5579999999999999,2.2e-05,0,0.0546,-5.226,1,0.0409999999999999,114.95,4,0.965,36195.62
2132,"Lay, Lady, Lay",197093,0.356,0.52,0.179,0.00344,11,0.131,-21.976,0,0.0454,155.746,4,0.407,29347.8
2133,Sealed with a Kiss,168866,0.708,0.431,0.379,1.74e-05,5,0.181,-9.59,0,0.0262,86.17200000000001,4,0.665,29347.8
2134,Bohemian Rhapsody - Remastered 2011,354320,0.271,0.414,0.4039999999999999,0.0,0,0.3,-9.928,0,0.0499,71.105,4,0.2239999999999999,21521.72
2135,Have You Ever Seen The Rain?,160000,0.0876,0.7759999999999999,0.516,1.82e-05,0,0.182,-9.981,1,0.0295,115.989,4,0.8059999999999999,32771.71
2136,Is This Love,230527,0.108,0.775,0.5589999999999999,0.0,6,0.0945,-8.377,0,0.088,122.229,4,0.804,12717.38
2137,Don't Go Breaking My Heart,275440,0.149,0.7290000000000001,0.8440000000000001,2.87e-06,5,0.0604,-8.824,1,0.0344,131.459,4,0.777,19076.07
2138,Hold the Line,235800,0.0397,0.494,0.698,0.00634,6,0.152,-12.049,0,0.0553,95.842,4,0.778,37663.01
2139,September,214826,0.114,0.6970000000000001,0.809,0.000521,9,0.183,-8.197000000000001,1,0.0302,125.941,4,0.98,40108.659999999996
2140,Hotel California - Remastered,391376,0.0057399999999999,0.579,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609,40597.79
2141,The Chain - 2004 Remastered Edition,270213,0.009,0.545,0.67,0.000822,9,0.0451,-8.81,1,0.0496,151.553,4,0.481,38641.27
2142,Superstition - Single Version,244826,0.0172,0.642,0.735,0.000733,8,0.0391,-8.866,1,0.0806,99.682,4,0.8640000000000001,20543.46
2143,Sultans Of Swing,348624,0.0771,0.731,0.797,0.0248,5,0.3339999999999999,-9.992,1,0.0309,148.192,4,0.933,20543.46
2144,Rocket Man (I Think It's Going To Be A Long Long Time),282013,0.431,0.6,0.507,4.98e-06,10,0.0924,-9.98,1,0.0289,136.611,4,0.3329999999999999,8315.21
2145,Don't Stop Me Now - Remastered,209413,0.0475,0.5589999999999999,0.868,0.000176,5,0.7759999999999999,-5.276,1,0.17,156.295,4,0.609,39619.53
2146,Daddy Cool,207893,0.27,0.764,0.775,0.767,5,0.156,-6.907,0,0.0368,124.424,4,0.936,27391.28
2147,It's a Heartache,210573,0.033,0.539,0.648,1.16e-06,0,0.29,-7.336,1,0.0299,118.89,4,0.493,5869.5599999999995
2148,Ain't No Sunshine,125093,0.457,0.479,0.416,1.7199999999999998e-05,4,0.118,-11.451,0,0.124,79.593,4,0.514,37663.01
2149,Rich Girl - Remastered,144333,0.5,0.597,0.643,0.0,5,0.0435,-6.303,1,0.134,167.963,4,0.823,35217.36
2150,Sweet Home Alabama,284413,0.0915,0.609,0.6609999999999999,0.000482,7,0.254,-9.549,1,0.0252,97.93,4,0.892,30326.06
2151,Go Your Own Way,218400,0.0219,0.597,0.812,0.00106,5,0.102,-12.062,1,0.0315,135.68,4,0.823,14673.9
2152,Roxanne - Remastered 2003,191500,0.0384,0.618,0.748,4.1e-06,0,0.0477,-8.905,1,0.361,134.001,4,0.662,35706.49
2153,The Logical Song - Remastered 2010,251253,0.512,0.625,0.758,0.00022,5,0.153,-6.212999999999999,0,0.0463,119.719,4,0.695,16141.289999999999
2154,Spirit In The Sky,239600,0.1119999999999999,0.601,0.643,0.00209,2,0.088,-5.827999999999999,1,0.0314,128.262,4,0.552,35706.49
2155,We Are The Champions - Remastered 2011,179200,0.3779999999999999,0.268,0.4589999999999999,0.0,10,0.118,-6.94,1,0.0346,64.17699999999999,4,0.175,36195.62
2156,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",238746,0.0781,0.6940000000000001,0.3939999999999999,0.000677,0,0.247,-15.880999999999998,1,0.0428,104.126,4,0.7190000000000001,8315.21
2157,Dreams,254453,0.139,0.823,0.3379999999999999,0.00129,0,0.5,-15.899,1,0.0413,120.473,4,0.785,13206.51
2158,Mrs. Robinson,244026,0.713,0.606,0.457,2.53e-05,6,0.0747,-14.035,0,0.0497,92.033,4,0.813,36684.75
2159,Lady Marmalade,235266,0.551,0.5710000000000001,0.652,0.0,2,0.0598,-11.034,0,0.0499,117.956,4,0.947,29347.8
2160,Video Killed The Radio Star - Single Version,197906,0.0862,0.742,0.7879999999999999,0.0076799999999999,1,0.292,-10.803,1,0.0669,130.849,4,0.514,12228.25
2161,Listen To The Music,227266,0.221,0.645,0.598,3.53e-06,1,0.0721,-13.18,0,0.0335,105.929,4,0.913,36195.62
2162,Mr. Blue Sky,303373,0.652,0.3879999999999999,0.3379999999999999,3.72e-06,10,0.248,-10.054,1,0.0328,177.78400000000002,4,0.477,39619.53
2163,Dancing Queen,231093,0.177,0.512,0.933,0.00129,9,0.573,-4.343,1,0.0504,100.543,4,0.71,14673.9
2164,Kung Fu Fighting,196349,0.0424,0.612,0.685,3.74e-05,2,0.151,-9.838,1,0.0656,102.253,4,0.579,12228.25
2165,I Was Made For Lovin' You,270013,0.0961,0.775,0.825,4.86e-05,4,0.0776,-6.337000000000001,1,0.0396,128.362,4,0.8809999999999999,8315.21
2166,More Than a Feeling,285133,0.0008939999999999,0.377,0.682,0.00217,7,0.0504,-8.039,1,0.0299,108.736,4,0.288,38152.14
2167,Piano Man,336093,0.6,0.3339999999999999,0.472,3.77e-06,0,0.317,-8.792,1,0.0277,179.167,3,0.431,36195.62
2168,Bennie And The Jets - Remastered 2014,322548,0.251,0.6659999999999999,0.6679999999999999,5.77e-06,0,0.499,-7.961,1,0.0523,132.666,4,0.765,11249.99
2169,Boogie Wonderland,288293,0.0843,0.802,0.7559999999999999,0.00765,2,0.0521,-10.791,0,0.0349,131.715,4,0.963,35706.49
2170,Le Freak,327573,0.0453,0.867,0.746,0.0,7,0.123,-7.445,1,0.0475,118.616,4,0.933,33749.97
2171,Carry On Wayward Son,205026,0.000553,0.4029999999999999,0.648,6.879999999999999e-05,9,0.421,-8.1,0,0.0325,126.682,4,0.904,26413.02
2172,A Horse with No Name,252239,0.6859999999999999,0.654,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831,37663.01
2173,If You Leave Me Now - Remastered,235373,0.0193,0.429,0.564,0.000828,11,0.128,-6.784,1,0.0268,104.212,4,0.276,35217.36
2174,I'm Every Woman,213266,0.0145,0.537,0.929,0.000618,5,0.188,-4.957,0,0.0446,114.785,4,0.7170000000000001,31304.32
2175,Easy,260893,0.233,0.575,0.432,0.00135,10,0.0743,-13.642,0,0.0314,132.145,4,0.348,28369.54
2176,Grease - From “Grease” Original Motion Picture Soundtrack,204346,0.249,0.805,0.437,0.0,9,0.0903,-8.979,1,0.0458,109.68,4,0.845,27880.41
2177,My Sweet Lord,281226,0.0705,0.537,0.685,0.0,1,0.0839,-8.935,0,0.0333,120.965,4,0.542,18586.94
2178,Beast Of Burden - Remastered,265173,0.413,0.7859999999999999,0.87,0.000494,1,0.0389,-3.875,0,0.0316,100.66,4,0.8640000000000001,15652.16
2179,Stuck In The Middle With You - Remastered,201334,0.119,0.8370000000000001,0.496,0.357,7,0.115,-11.821,1,0.0402,125.017,4,0.964,30815.19
2180,Take It Easy - Remastered,211577,0.3429999999999999,0.575,0.67,4.95e-06,7,0.129,-10.39,1,0.0318,139.191,4,0.74,37173.88
2181,Blinded By The Light (Single edit),229000,0.524,0.594,0.561,0.0022199999999999,5,0.0724,-11.666,1,0.0603,140.286,4,0.617,7826.08
2182,Stairway To Heaven,478173,0.575,0.346,0.335,0.00674,7,0.185,-12.453,1,0.0339,84.204,4,0.213,31304.32
2183,You're So Vain,258411,0.157,0.659,0.6779999999999999,6.69e-06,0,0.0784,-8.18,1,0.0313,106.186,4,0.647,36195.62
2184,Here Comes The Sun - Live In Japan/1991/Remastered 2004,211320,0.425,0.611,0.5660000000000001,0.0009539999999999,9,0.878,-11.715,1,0.0295,125.24,4,0.639,30815.19
2185,Let Your Love Flow,198760,0.0611,0.679,0.5529999999999999,7.16e-06,3,0.139,-14.687,1,0.0316,109.071,4,0.946,31793.45
2186,Don't Stop 'Til You Get Enough - Single Version,365466,0.126,0.878,0.821,0.0461,11,0.183,-9.875,1,0.089,118.881,4,0.947,37663.01
2187,Imagine - Remastered 2010,187866,0.907,0.547,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.1689999999999999,37663.01
2188,T.N.T.,214666,0.153,0.754,0.759,0.0001139999999999,9,0.1009999999999999,-5.218,1,0.302,126.367,4,0.435,38152.14
2189,Starman - 2012 Remastered Version,254293,0.166,0.486,0.45,2.06e-06,5,0.54,-10.298,1,0.0267,100.456,4,0.55,35706.49
2190,Message In A Bottle - Remastered 2003,290280,0.0338,0.5770000000000001,0.8079999999999999,1.33e-05,1,0.221,-7.04,0,0.039,151.00799999999998,4,0.8690000000000001,34728.23
2191,Give A Little Bit,248173,0.0637,0.5329999999999999,0.8220000000000001,0.00795,2,0.259,-5.419,1,0.0474,91.353,4,0.4629999999999999,16141.289999999999
2192,Miss You - Remastered,288666,0.426,0.7959999999999999,0.711,0.00381,9,0.364,-4.755,0,0.0427,109.673,4,0.828,28858.67
2193,Hot Stuff,314760,0.0055899999999999,0.823,0.743,0.0306,0,0.0707,-13.98,1,0.0316,120.471,4,0.966,12228.25
2194,The Boys Are Back In Town,263826,0.252,0.36,0.851,3.77e-06,8,0.0802,-5.542000000000001,1,0.0838,79.39,4,0.6829999999999999,13206.51
2195,Black Magic Woman,195866,0.679,0.497,0.552,0.0314,9,0.089,-7.102,0,0.0307,124.359,4,0.633,32282.579999999998
2196,American Pie,515866,0.6,0.527,0.509,0.0,7,0.144,-10.893,1,0.0628,138.317,4,0.497,36195.62
2197,Cocaine,221640,0.0607,0.6990000000000001,0.502,0.0337,9,0.317,-12.526,1,0.0278,105.266,4,0.6759999999999999,34239.1
2198,"""Heroes"" - Single Version; 2014 Remastered Version",213813,0.016,0.502,0.6809999999999999,0.107,7,0.102,-8.263,1,0.0276,112.16,4,0.584,28369.54
2199,It Never Rains in Southern California,230453,0.0388,0.621,0.5720000000000001,0.0,9,0.0873,-9.979,1,0.0267,116.391,4,0.915,22989.11
2200,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,285373,0.0291,0.7040000000000001,0.8340000000000001,0.00492,10,0.147,-7.131,0,0.0358,103.555,4,0.923,11739.119999999999
2201,Come and Get Your Love,300666,0.118,0.648,0.741,0.000802,2,0.0645,-8.568,1,0.0658,105.794,4,0.8290000000000001,28369.54
2202,Ziggy Stardust - 2012 Remastered Version,194440,0.048,0.44,0.565,0.0,7,0.213,-11.657,1,0.121,161.124,4,0.495,31793.45
2203,YMCA - Original Version 1978,286800,0.0643,0.723,0.969,0.0,6,0.115,-4.516,1,0.142,126.653,4,0.728,34728.23
2204,Lean on Me,258834,0.782,0.619,0.22,1.19e-05,0,0.124,-13.843,1,0.0667,75.16,4,0.423,33749.97
2205,Life On Mars? - 2015 Remastered Version,235986,0.639,0.442,0.384,7.7e-05,10,0.0539,-14.635,1,0.0414,123.281,4,0.216,34728.23
2206,Layla,426173,0.481,0.4039999999999999,0.754,0.489,1,0.318,-10.31,1,0.0556,115.536,4,0.446,10760.86
2207,Maybe I’m Amazed - Remastered 2011,229826,0.387,0.471,0.494,0.0944,7,0.617,-10.407,1,0.0312,79.255,4,0.373,10760.86
2208,Saturday Night’s Alright (For Fighting) - Remastered 2014,295466,0.0195,0.513,0.979,0.0951,0,0.0906,-6.362,1,0.0425,152.875,4,0.94,9782.6
2209,"If I Can't Have You - From ""Saturday Night Fever""",177213,0.108,0.599,0.807,0.0,8,0.348,-6.971,0,0.0412,109.497,4,0.846,24456.5
2210,Sunny,242240,0.0876,0.647,0.868,0.124,0,0.129,-6.4270000000000005,0,0.105,121.822,4,0.8029999999999999,31793.45
2211,The Passenger,284066,0.0797,0.5,0.846,0.0,0,0.241,-8.097999999999999,1,0.0457,134.937,4,0.738,12717.38
2212,"Rocket Man (I Think It's Going To Be A Long, Long Time)",281613,0.386,0.602,0.522,1.44e-05,10,0.0941,-9.031,1,0.0285,136.637,4,0.36,39130.4
2213,Band On The Run - Remastered 2010,313026,0.0832,0.479,0.601,0.0014199999999999,7,0.11,-8.806000000000001,1,0.0318,124.966,4,0.669,14673.9
2214,Young Americans - 2016 Remastered Version,313706,0.171,0.614,0.763,0.0,4,0.119,-8.949,0,0.133,84.236,4,0.885,29836.93
2215,You Make Me Feel Like Dancing - Remastered,219466,0.0848,0.728,0.718,0.0,8,0.0579,-5.281000000000001,0,0.0501,95.922,4,0.733,23478.239999999998
2216,Don't Go Breaking My Heart,275440,0.177,0.728,0.8240000000000001,1.48e-06,5,0.06,-8.632,1,0.0353,131.468,4,0.787,36684.75
2217,Maggie May,350266,0.5589999999999999,0.605,0.574,0.113,2,0.0684,-10.536,1,0.0377,129.44899999999998,4,0.5429999999999999,16630.42
2218,"Can't Get Enough Of Your Love, Babe",270333,0.2019999999999999,0.74,0.605,0.000107,5,0.0515,-10.924,1,0.0539,111.78,4,0.779,26902.15
2219,Dreadlock Holiday,267746,0.435,0.8370000000000001,0.407,0.000487,7,0.174,-12.416,0,0.0563,105.013,4,0.922,11739.119999999999
2220,Long Train Runnin',207266,0.0916,0.575,0.912,0.00211,7,0.0562,-7.275,0,0.0393,117.399,4,0.843,35217.36
2221,Take The Long Way Home - 2010 Remastered,308853,0.22,0.414,0.7,0.000721,5,0.114,-8.838,1,0.0301,76.79,4,0.37,11249.99
2222,What's Going On,232600,0.105,0.245,0.833,0.0,1,0.359,-5.555,0,0.1159999999999999,205.375,4,0.805,14673.9
2223,Strawberry Letter 23,298794,0.297,0.722,0.787,0.0070599999999999,7,0.146,-7.332999999999999,0,0.0508,90.839,4,0.708,8315.21
2224,Bat Out of Hell,293426,0.412,0.225,0.687,0.0014199999999999,5,0.147,-10.236,1,0.0462,173.49400000000003,4,0.611,25434.76
2225,"You're The First, The Last, My Everything",206936,0.000679,0.633,0.542,0.00434,5,0.0754,-12.318,1,0.0316,130.314,4,0.879,7336.95
2226,Don't Stop,192133,0.0398,0.6859999999999999,0.632,2.2e-06,9,0.0686,-11.433,1,0.0353,118.965,4,0.88,11249.99
2227,Jolene,161533,0.5660000000000001,0.674,0.537,0.0,1,0.131,-10.970999999999998,0,0.0363,110.578,4,0.809,10760.86
2228,My Sharona,293840,0.0393,0.58,0.732,0.00116,0,0.0821,-8.585,1,0.0358,147.194,4,0.883,7826.08
2229,(Don't Fear) The Reaper,308440,0.00125,0.368,0.928,0.0011099999999999,9,0.301,-8.369,0,0.0593,141.175,4,0.532,9293.47
2230,Africa,296000,0.256,0.6779999999999999,0.499,9.85e-05,9,0.051,-12.816,1,0.0308,92.627,4,0.718,34239.1
2231,Maneater - Radio Edit,270946,0.0153,0.728,0.518,4.19e-05,11,0.103,-11.114,0,0.038,88.708,4,0.833,28369.54
2232,Maniac,244706,0.0891,0.617,0.5329999999999999,4.04e-06,3,0.0415,-11.515999999999998,0,0.0651,158.86,4,0.835,35217.36
2233,Take On Me,225280,0.018,0.573,0.902,0.00125,6,0.0928,-7.638,0,0.054,84.412,4,0.8759999999999999,41576.05
2234,Every Breath You Take,253733,0.413,0.828,0.447,0.00335,1,0.074,-10.563,1,0.0349,117.391,4,0.6759999999999999,22010.85
2235,Heaven,243360,0.0465,0.382,0.589,0.0,9,0.122,-7.315,0,0.0267,140.059,4,0.335,36684.75
2236,I Wanna Dance with Somebody (Who Loves Me),291293,0.207,0.7090000000000001,0.8240000000000001,0.000307,1,0.0888,-8.824,1,0.0453,118.814,4,0.867,40108.659999999996
2237,I Want To Break Free,201000,0.0512,0.862,0.401,0.00607,4,0.18,-12.088,1,0.0374,109.142,4,0.8,10760.86
2238,Uptown Girl,197706,0.0747,0.701,0.943,0.0,4,0.601,-2.986,1,0.0456,128.99200000000002,4,0.7909999999999999,38152.14
2239,Sweet Dreams (Are Made of This) - Remastered,216933,0.2269999999999999,0.6920000000000001,0.711,0.0,0,0.12,-7.497999999999999,0,0.0317,125.135,4,0.875,40597.79
2240,Everybody Wants To Rule The World,251480,0.363,0.637,0.8109999999999999,0.00451,7,0.107,-11.345,1,0.0583,112.053,4,0.552,19565.2
2241,Wake Me Up Before You Go-Go,230693,0.186,0.618,0.764,0.0,0,0.12,-6.027,1,0.0562,81.366,4,0.8759999999999999,13206.51
2242,Karma Chameleon,252760,0.214,0.6609999999999999,0.552,0.0,10,0.206,-12.385,1,0.0337,92.056,4,0.928,32282.579999999998
2243,Footloose,226293,0.159,0.564,0.911,4.36e-05,2,0.118,-5.39,1,0.0536,173.938,4,0.5820000000000001,35706.49
2244,You Can't Hurry Love,175346,0.0674,0.639,0.923,0.0,7,0.0879,-5.707999999999999,1,0.032,97.874,4,0.7609999999999999,16630.42
2245,We Are The World,427333,0.1889999999999999,0.528,0.447,0.0,4,0.0745,-15.255,1,0.0435,72.58,4,0.292,33260.84
2246,Walking On Sunshine,238733,0.0116,0.596,0.8690000000000001,0.173,10,0.0678,-11.97,1,0.037,109.902,4,0.944,38641.27
2247,Don't Stop Believin',250986,0.127,0.5,0.748,0.0,4,0.447,-9.072,1,0.0363,118.852,4,0.514,38641.27
2248,Don't Dream It's Over,236933,0.0148,0.439,0.422,4.84e-05,8,0.0697,-17.227,1,0.0409,81.833,4,0.551,36684.75
2249,Billie Jean,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,41086.92
2250,Born In The U.S.A.,278826,0.00201,0.397,0.861,2.49e-05,4,0.35,-12.156,1,0.0569,121.856,4,0.512,26413.02
2251,The Power Of Love,234333,0.0964,0.768,0.8290000000000001,2.92e-05,5,0.0969999999999999,-5.109,1,0.0313,118.773,4,0.962,34728.23
2252,Bette Davis Eyes - Radio Edit; 1997 Remastered Version,221773,0.125,0.655,0.5329999999999999,0.0,5,0.245,-12.173,1,0.03,116.055,4,0.515,12717.38
2253,Another One Bites The Dust - Remastered 2011,214653,0.1119999999999999,0.933,0.528,0.312,5,0.163,-6.472,0,0.161,109.967,4,0.754,39130.4
2254,Down Under,220866,0.0485,0.746,0.79,0.0261,11,0.0534,-4.7,0,0.0257,107.231,4,0.8909999999999999,37173.88
2255,Up Where We Belong,233240,0.597,0.573,0.429,8.18e-05,2,0.0839,-8.68,1,0.0294,139.097,4,0.361,25434.76
2256,Hungry Heart,199453,0.0857,0.6409999999999999,0.894,0.009,8,0.157,-7.41,1,0.0273,109.823,4,0.972,33260.84
2257,I Knew You Were Waiting (For Me),241920,0.2739999999999999,0.727,0.68,0.0,4,0.31,-11.297,1,0.0445,107.775,4,0.6829999999999999,25434.76
2258,Summer Of '69,216053,0.0183,0.508,0.8340000000000001,0.0,2,0.0732,-6.205,1,0.0386,139.131,4,0.774,39130.4
2259,Heaven Is a Place on Earth,246520,0.0243,0.64,0.852,1.82e-06,1,0.0497,-8.119,0,0.0345,122.902,4,0.7929999999999999,35706.49
2260,You Give Love A Bad Name,222706,0.0678,0.54,0.96,2.34e-06,0,0.342,-2.971,0,0.0521,122.761,4,0.802,12228.25
2261,Never Gonna Give You Up,213573,0.115,0.721,0.939,3.79e-05,8,0.108,-11.823,1,0.0376,113.309,4,0.914,36684.75
2262,A Little Respect - 2009 Remastered Version,213986,0.0299,0.607,0.784,3.85e-06,0,0.288,-7.962999999999999,1,0.0258,113.804,4,0.622,34239.1
2263,Livin' On A Prayer,249293,0.0778,0.532,0.887,0.000214,0,0.294,-3.757,1,0.0335,122.511,4,0.795,38152.14
2264,Everywhere,222733,0.218,0.69,0.54,0.00657,4,0.115,-10.515999999999998,1,0.0317,114.846,4,0.764,15163.03
2265,Come On Eileen,273720,0.413,0.466,0.615,0.0,0,0.3429999999999999,-9.102,1,0.0492,108.016,4,0.812,19565.2
2266,I Still Haven't Found What I'm Looking For - Remastered 2007,277480,0.0139,0.565,0.764,0.00488,1,0.079,-9.43,1,0.0351,100.891,4,0.6859999999999999,17119.55
2267,Drive,234493,0.124,0.5820000000000001,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,5,0.504,34728.23
2268,Don't You (Forget About Me),260680,0.0843,0.672,0.792,0.0605,2,0.302,-7.033,1,0.0264,111.277,4,0.6829999999999999,36195.62
2269,You Got It,210266,0.596,0.649,0.618,1.46e-06,9,0.192,-10.728,1,0.0265,114.688,4,0.667,33260.84
2270,Easy Lover,304506,0.0674,0.7490000000000001,0.6990000000000001,0.0019199999999999,1,0.0763,-13.108,1,0.0371,128.904,4,0.935,34239.1
2271,You Make My Dreams,190706,0.261,0.737,0.569,0.311,5,0.046,-6.702000000000001,1,0.0553,167.196,4,0.912,31304.32
2272,Your Love,221840,0.103,0.555,0.757,1.16e-06,1,0.0631,-7.867999999999999,0,0.0601,129.607,4,0.5820000000000001,35217.36
2273,I Love Rock 'N Roll,175173,0.326,0.535,0.716,0.0,4,0.659,-5.025,1,0.0431,94.379,4,0.901,32282.579999999998
2274,Maneater,271893,0.0351,0.727,0.685,4.429999999999999e-05,11,0.0973,-7.159,0,0.0398,88.75,4,0.812,37173.88
2275,I'm So Excited,230640,0.0962,0.59,0.868,0.000322,5,0.442,-5.832000000000001,0,0.048,184.348,4,0.7979999999999999,32771.71
2276,Black Velvet,287440,0.273,0.754,0.366,9.04e-05,8,0.106,-10.07,1,0.0312,91.147,4,0.469,35217.36
2277,We Built This City,296080,0.052,0.6609999999999999,0.908,0.0,5,0.0708,-4.897,1,0.039,144.091,4,0.6559999999999999,36684.75
2278,Should I Stay or Should I Go - Remastered,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,38641.27
2279,Dancing In the Dark,241306,0.0115,0.527,0.942,0.0,1,0.188,-5.64,0,0.0366,148.72299999999998,4,0.495,36684.75
2280,Time After Time,243066,0.5760000000000001,0.7240000000000001,0.436,1.19e-06,0,0.0908,-9.321,1,0.0282,130.439,4,0.324,36195.62
2281,Thunderstruck,292880,0.000147,0.501,0.889,0.0114,4,0.217,-5.175,1,0.0364,133.519,4,0.257,40108.659999999996
2282,Wake Me Up Before You Go-Go - Remastered,232280,0.0986,0.607,0.795,0.0,0,0.059,-5.1370000000000005,1,0.0496,81.298,4,0.815,30326.06
2283,Arthur's Theme (Best That You Can Do) - Remastered Version,234493,0.1689999999999999,0.526,0.515,0.000816,9,0.181,-11.169,1,0.0389,136.543,4,0.518,33749.97
2284,Fast Car,296800,0.313,0.711,0.292,0.0,4,0.131,-15.523,0,0.037,103.951,4,0.1939999999999999,38641.27
2285,Holiday,231560,0.0251,0.813,0.6990000000000001,0.0135,7,0.0527,-8.656,1,0.0458,117.548,4,0.732,30815.19
2286,The Final Countdown,239120,0.0332,0.539,0.858,0.000347,6,0.0562,-4.638999999999999,0,0.0444,117.841,4,0.353,28369.54
2287,Forever Young,226706,0.42,0.489,0.483,0.0028,9,0.236,-9.466,0,0.0275,136.822,4,0.3329999999999999,37663.01
2288,You Can Call Me Al,276360,0.126,0.777,0.725,0.0108,5,0.0917,-9.012,1,0.047,128.349,4,0.851,33749.97
2289,Purple Rain,522306,0.0416,0.3829999999999999,0.57,0.00683,10,0.746,-7.019,1,0.0318,114.147,4,0.183,7826.08
2290,Give It Up,245800,0.08,0.84,0.654,0.000259,3,0.063,-12.135,1,0.0621,125.68,4,0.841,30815.19
2291,Just Can't Get Enough,220893,0.4029999999999999,0.7659999999999999,0.772,0.0584,0,0.183,-9.362,1,0.0353,128.166,4,0.92,34728.23
2292,Break My Stride,180240,0.2,0.901,0.654,0.0,10,0.165,-10.15,1,0.0655,110.131,4,0.7809999999999999,30326.06
2293,9 to 5,162466,0.416,0.5539999999999999,0.7829999999999999,1.54e-06,6,0.631,-5.852,1,0.0457,105.39,4,0.813,36684.75
2294,Girls Just Want to Have Fun,228120,0.414,0.705,0.847,3.21e-06,6,0.406,-2.588,1,0.0361,120.527,4,0.743,34239.1
2295,I Just Called To Say I Love You,262240,0.243,0.748,0.551,1.57e-06,1,0.0943,-9.054,1,0.0239,113.535,4,0.65,34728.23
2296,Total Eclipse of the Heart,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,36684.75
2297,You're The Inspiration - 2006 Remastered Version,229240,0.368,0.583,0.602,0.0,11,0.22,-6.364,1,0.0274,74.008,4,0.3879999999999999,35217.36
2298,Nothing's Gonna Stop Us Now,270333,0.0298,0.643,0.8009999999999999,0.0,6,0.0719,-4.921,1,0.0228,95.988,4,0.534,36684.75
2299,Sweet Child O' Mine,354520,0.0852,0.4539999999999999,0.91,0.0988,6,0.1159999999999999,-7.766,1,0.0446,125.116,4,0.63,39619.53
2300,Money For Nothing,510933,0.0575,0.662,0.644,0.000481,2,0.0645,-9.367,0,0.0394,134.213,4,0.643,35706.49
2301,Tainted Love,162506,0.4379999999999999,0.569,0.402,0.0,0,0.134,-10.151,1,0.0433,144.635,4,0.696,12717.38
2302,Eye of the Tiger,245620,0.132,0.8170000000000001,0.599,0.0003109999999999,0,0.0873,-9.249,0,0.0328,108.873,4,0.5479999999999999,37663.01
2303,Beat It - Single Version,257906,0.0518,0.782,0.867,1.4e-05,3,0.218,-3.763,0,0.0487,138.859,4,0.8959999999999999,33260.84
2304,Red Red Wine,183733,0.00414,0.857,0.4679999999999999,1.32e-05,1,0.2689999999999999,-8.53,1,0.0476,89.119,4,0.843,37663.01
2305,Gloria,295066,0.135,0.775,0.866,0.0376,9,0.152,-3.5980000000000003,1,0.0295,131.34,4,0.8759999999999999,33749.97
2306,(I Just) Died In Your Arms,278626,0.0119,0.632,0.727,7.64e-05,11,0.0678,-11.209,0,0.0438,124.919,4,0.499,35217.36
2307,Careless Whisper,302600,0.2319999999999999,0.583,0.545,0.0,2,0.133,-11.698,0,0.0351,153.25,4,0.8,33260.84
2308,Jump - Remastered Version,244106,0.123,0.5529999999999999,0.838,3.01e-05,0,0.053,-5.824,1,0.0317,129.893,4,0.821,32771.71
2309,I'm So Excited,229466,0.103,0.688,0.858,0.000118,5,0.147,-6.496,0,0.0348,92.253,4,0.6970000000000001,34728.23
2310,In The Air Tonight - 2015 Remastered,336453,0.551,0.446,0.239,4.1e-06,0,0.0697,-13.945,1,0.0316,189.507,4,0.298,37663.01
2311,Let's Dance - Single Version [Remastered],248586,0.00773,0.643,0.627,0.00259,8,0.123,-10.972,1,0.0405,114.477,4,0.725,26902.15
2312,Walk Of Life,249960,0.405,0.461,0.918,0.00033,4,0.126,-8.507,1,0.0959,172.435,4,0.802,18586.94
